关键词,完整标题,预编码结果,编码理由关键词
补脑,神經系大補劑艾羅補腦汁,2_科学,神经/剂/汁
补脑,補經系大補劑艾羅補腦汁,2_科学,剂/汁
补脑,補腦活血消鬱散滯降火疎風提神快意,0_未分类,
补脑,集冬補藥之大成,2_科学,药
补脑,冬季大廉價大贈品,2_科学,药
补脑,冬季大廉價大贈品補腦,2_科学,药
补脑,冬季大廉價　大贈品,2_科学,药
补脑,葛𧶘菓拉精為著名補腦聖品功能助長消化强健身體之十全大補劑也,3_愿景,著名/圣品/强
补脑,葛賚菓拉精為著名補腦聖品功能助長消化强健身體之十全大補劑也,3_愿景,著名/圣品/强
补脑,補腦聖药葛麥菓拉精,3_愿景,圣药
补脑,新生理人體五運經緯說,2_科学,药
补脑,唯一補劑葛𧶘菓拉精為著名補腦聖品,3_愿景,唯一/著名/圣品
补脑,確具𡩋神安腦．生精補血．,2_科学,药
补脑,吾人誰甘願做東亞病夫，吾人誰不願身体康強，如欲身体康強，請服強有力的補氣補血，補虛補腦，反弱為強的血中寶,1_恐吓,病/弱/强
补脑,吾人誰甘願做東亞病夫，吾人誰不願身体康強，如欲身体康強，請服強有力的補氣補血，補虛補腦，反弱為強的血中寳,1_恐吓,病/弱/强
补脑,虎標頭痛粉補腦活血消鬱散滯頭痛牙痛卽服卽止,1_恐吓,痛
补脑,艾羅補腦汁神經系大補劑,2_科学,神经/剂/汁
补脑,睡眠與健康艾羅補腦汁,2_科学,汁/健
补脑,人中寳　補血補精　補腦補氣,2_科学,药/宝
补脑,葛𧶘菓拉精為著名補腦聖品　功能助長消化　強健身體之十全大補劑也,3_愿景,著名/圣品/强
补脑,艾羅補腦汁　艾羅療肺藥,2_科学,药/汁
补脑,上海中法大藥房總發行,2_科学,药
补脑,神經系大補劑,2_科学,神经/剂
补脑,中法大藥房冬季大亷價大贈品,2_科学,药
补脑,人體之原動力,2_科学,药
补脑,中法大藥房春季大廉價　大贈品,2_科学,药
补脑,中法大藥房,2_科学,药
补脑,人中寳補血補腦補精補氣,2_科学,药/宝
补脑,補血補腦諸□皆治散拿吐瑾,2_科学,药
补脑,中法大藥房新公司成立紀念大廉價大贈品,2_科学,药
补脑,艾羅補腦汁𡩋神安腦,2_科学,药/汁
补脑,𡩋神安腦和中益氣性味芳潔為神經系第一大補劑！,2_科学,神经/第一/剂
补脑,腦力衰弱神經反常,1_恐吓,衰/神经/弱
补脑,中法大藥房秋季大廉價大贈品,2_科学,药
补脑,散拿吐瑾最補腦力能使兒童學業猛進,2_科学,药
补脑,華福麥乳精專能開胃增血補腦養神具有可可香味冲調極為便利,3_愿景,香
补脑,神經系六補劑艾羅補腦汁,2_科学,神经/剂/汁
补脑,特别大贈品,2_科学,药
补脑,中法大藥房冬季大亷價特別大贈品,2_科学,药
补脑,中法大藥房冬季大亷價特别大贈品　十二月一日起本埠分店同時舉行購貨一元即有贈品,2_科学,药
补脑,中法大藥房冬季大𠔳價特別大贈品,2_科学,药
补脑,冬季大亷價特別大贈品十二月一日起,2_科学,药
补脑,中法大藥房冬季大廉價特別大贈品,2_科学,药
补脑,人中寶具補氣補血補腦補精四大效能！,2_科学,药/宝
补脑,艾羅補腦汁　艾羅療肺藥　九一四牌解毒聖藥,3_愿景,圣药/药/汁
补脑,九一四牌解毒聖藥　艾羅補腦汁　艾羅療肺藥,3_愿景,圣药/药/汁
补脑,補氣補血補腦補精人中寶,3_愿景,宝
补脑,人中寳補氣補血補腦補精,2_科学,药/宝
补脑,中法大藥房春季大廉價,2_科学,药
补脑,唯一補腦專藥華普福世靈補腦汁,3_愿景,唯一/药/汁
补脑,華普福世靈補腦汁,2_科学,汁
补脑,神經系大補劑艾罗補腦汁,2_科学,神经/剂/汁
补脑,唯一補腦專藥華普福靈補腦汁,3_愿景,唯一/药/汁
补脑,補腦强腎,3_愿景,强
补脑,健胃整腸補腦强精,3_愿景,强/健
补脑,散拿吐瑾最補腦力　能使兒童學業猛進,0_未分类,
补脑,有作有為之人必身體强健精神振奮　人中寶補氣補血補腦補精面面俱到,3_愿景,强/宝/健
补脑,艾羅補腦汁補充神經系之滋養促進神經系之機能,2_科学,神经/汁
补脑,人中寶偉大補劑久著盛譽,3_愿景,伟大/剂/宝
补脑,人中寶補氣補血補腦補精偉大補劑久著盛譽,3_愿景,伟大/剂/宝
补脑,補氣補腦補血補精,2_科学,药
补脑,偉大補劑久著盛譽人中寳補氣補血補腦補精,3_愿景,伟大/剂/宝
补脑,人中寶補氣補血補腦補精,2_科学,药/宝
补脑,人中寶補血補精補氣補腦偉大補劑久著盛譽,3_愿景,伟大/剂/宝
补脑,補氣補血補腦補精偉大補劑久着盛譽大小瓶兩種,3_愿景,伟大/剂/宝
补脑,花甲以外的老人……畏寒如虎怕冷補血！補腎！補腦,1_恐吓,怕/老
补脑,人中寳,2_科学,药/宝
补脑,艾羅補腦汁具過人之腦力樹驚人之偉業,2_科学,药/汁
补脑,具過人之腦力樹驚人之偉業,2_科学,药
补脑,青年成功之路,3_愿景,成功
补脑,腦為人身主宰,2_科学,药
补脑,小兒營養發育大補劑驅除百病維愛弟增進體力●加强抵抗健身補腦●營養發育小兒康健之門●服之健壯●,1_恐吓,病/剂/强
补脑,兒科補劑增進體力加强抵抗健身補腦營養發育,2_科学,剂/强/健
补脑,兒科補劑維愛弟增進體力加強抵抗健身補腦營養發育,2_科学,剂/强/健
补脑,補腦良葯,2_科学,药/良药
补脑,補腦補血補腎德國名貴補藥,3_愿景,德国/药/名贵
补脑,培元補腦藥,2_科学,药
补脑,强身補腦老少咸宜維太薯亁,3_愿景,强
补脑,人中寶補氣補血補腦補精面面俱到,2_科学,药/宝
补脑,補氣補血補腦補精面面俱到,2_科学,药
补脑,散拿吐瑾有補腦生血與助消化之奇效,0_未分类,
补脑,腦力多補腦良藥,2_科学,药/良药
补脑,麥精魚肝油含多量維他命及燐質既𥙷肺又補腦,2_科学,药
补脑,强身補腦味甜易服增進食慾益壽延年,3_愿景,强
补脑,腦力多補腦聖藥功能改造人腦服後思想靈敏黑海星戒烟良藥專戒鴉片短期断瘾,3_愿景,圣药/药/良药
补脑,現代青年們的嚴重問題都由神經衰弱所造成的米美爾補腦汁為治療神經衰弱之特效藥,1_恐吓,衰/神经/弱
补脑,是聰明才智之源泉,3_愿景,聪明/药
补脑,艾羅補腦汁神經系大補劑是聰明才智之源泉！,3_愿景,神经/聪明/剂
补脑,艾羅補腦片,2_科学,药/片
补脑,艾羅補腦汁　艾羅療肺藥　羅威乳白魚肝油,3_愿景,白/药/汁
补脑,生殖素口生命源泉之大補劑補腦　補血　補精　補力,2_科学,素/剂
补脑,桂格麥片富含天然滋補之維他命足以促進消化補腦開胃QUAKER,0_未分类,
补脑,壽爾康補腦　補血　補腎,0_未分类,
补脑,哀莫大於心死,1_恐吓,死
补脑,德國内分泌複製劑壽爾康三大補力補腦補血補腎成分高於一切補力快而持久,2_科学,德国/剂
补脑,補腦以增精力如欲新精力與新健康請即服散拿吐瑾延年益壽粉,3_愿景,健
补脑,壽爾康三大補力　補腦　補血　補腎,0_未分类,
补脑,中法大藥房艾羅補腦汁　艾羅療藥　九一四內服新藥　九一四外用藥膏　九一四白濁新藥批發增價啟事,2_科学,药/汁/膏
补脑,中法大藥房艾羅補腦汁　艾羅療肺藥　九一四內服新藥　九一四外用藥膏　八一四白濁新藥批彂增價啟事,2_科学,药/汁/膏
补脑,中法大藥房艾羅補腦汁艾羅療肺藥九一四內服新藥九一四外用藥膏九一四白濁新藥批彂增價啟事,2_科学,药/汁/膏
补脑,艾羅補腦汁神經系大補劑創製已歷四十餘年風行全球無遠勿屆服者何止千百萬人補力偉大信孚中外,3_愿景,神经/伟大/剂
补脑,唯有速服補腦良藥腦力多,2_科学,药/良药
补脑,唯一老牌神經系大補劑艾羅補腦汁,3_愿景,神经/唯一/剂
补脑,艾羅補腦汁唯一老牌神經系大補劑,3_愿景,神经/唯一/剂
补脑,艾羅補腦汁　艾羅補腦汁,2_科学,汁
补脑,壽爾康三大補力　補腦　補血　補腎成分高於一切補力快而持久,0_未分类,
补脑,華福麥乳精培補腦力助長精神,0_未分类,
补脑,艾羅補腦汁唯一老牌神經系大補劑艾羅補腦汁,3_愿景,神经/唯一/剂
神经衰弱,神经衰弱之療養法,3_愿景,法/衰/弱
神经衰弱,神经衰弱,1_恐吓,衰/弱
神经衰弱,神經衰弱的特效劑驥製廣嗣金丹,2_科学,神经/特效/剂
神经衰弱,補血強精靈藥專治一切虚弱血虧神經衰弱常服壯身健體之唯一良藥補爾多夀味美效確老幼咸宜,1_恐吓,唯一/虚弱/衰
神经衰弱,神經衰弱性的障碍治療劑斯保買丁,2_科学,神经/剂/衰
神经衰弱,性神經衰弱,1_恐吓,神经/衰/弱
神经衰弱,驥製廣嗣丹治療性神經衰弱之特效劑,2_科学,神经/特效/剂
神经衰弱,安康益壽專治一切神經衰弱的補藥,2_科学,药/衰/弱
神经衰弱,神經衰弱應服維他命牛肉汁,2_科学,汁/衰/弱
神经衰弱,轉弱為强其術安在神經衰弱者需要之原素,1_恐吓,术/强/衰
神经衰弱,營養不足神经衰弱者務請注意,1_恐吓,衰/弱
神经衰弱,營養不足神經衰弱務請注意,1_恐吓,神经/衰/弱
神经衰弱,神經衰弱之主補劑輔助戒煙之特效藥,2_科学,神经/特效/剂
神经衰弱,神經衰弱迫彼辭職,1_恐吓,神经/衰/弱
神经衰弱,力弗肝惡性貧血症之特效葯最新成功之肝臟結晶体製劑,2_科学,药/最新/成功
神经衰弱,實驗保腎固精丸有悠久的歷史有偉大的治績身體虛弱營養不足腦弱血衰腎虧遺精神經衰弱四肢痿軟腰骨酸痛耳鳴眼花夜不安眠心悸怔忡,1_恐吓,痛/伟大/虚弱
神经衰弱,腎氣丸青年神經衰弱與“腎氣丸”,2_科学,药/丸/衰
神经衰弱,散拿吐瑾乃神經衰弱之救星,1_恐吓,救星/神经/衰
神经衰弱,神經衰弱與遺泄治療,1_恐吓,神经/衰/弱
神经衰弱,上海普慈療養院本院聘請中外專家醫生護士担任診治看護專治文痴武痴產後成瘋神經衰弱,2_科学,专家/医/神经
神经衰弱,立博賜保命蛋黄素賜保命合併新劑適應症神經衰弱，未老先衰，發育遲緩戒烟戒毒，貧血萎黄，代謝不良動脈硬化，糖尿病等。,1_恐吓,病/救命/贫血
神经衰弱,青年神經衰弱“與腎氣丸”,2_科学,药/丸/衰
神经衰弱,心神勞瘁與遺泄治療勞心太過馴至神經衰弱釀成遺泄固腎止遺以金鎖固精丸功效最偉,2_科学,功效/神经/丸
神经衰弱,青年神經衰弱與腎氣丸,2_科学,药/丸/衰
神经衰弱,神經衰弱速服靈藥,2_科学,药/灵验/衰
神经衰弱,神經衰弱速服靈藥納祿吐福,2_科学,药/灵验/衰
神经衰弱,神經衰弱人體如機器神經中樞如馬達,2_科学,神经/衰/弱
神经衰弱,可怕的！！神經衰弱！！實驗保腎固精丸,1_恐吓,可怕/实验/丸
神经衰弱,神经衰弱速服靈藥納祿吐福,2_科学,药/灵验/衰
神经衰弱,壽爾康,0_未分类,
神经衰弱,神经衰弱速服靈藥,2_科学,药/灵验/衰
神经衰弱,維他保爾調整胃腸病神經衰弱特效藥,1_恐吓,病/药/特效
神经衰弱,壽爾康補片乃內分泌好而蒙之複製劑，對於神經衰弱各病，收効頗速！,1_恐吓,病/剂/衰
神经衰弱,納祿吐福神经衰弱速服靈藥,2_科学,药/灵验/衰
神经衰弱,生殖素男女老幼四時咸宜主治對症病類神經衰弱腎虧無力遺精滑精,1_恐吓,病/遗精/素
神经衰弱,調整胃腸病神經衰弱特效藥,1_恐吓,病/药/特效
神经衰弱,上海瘋人院專治神經刺激精神錯亂文痴武癲痰厥偏心神經衰弱猪羊癎瘋特種療法見效神速設備完美化園廣大,,,,
神经衰弱,神經衰弱壽爾康補片乃內分泌好而蒙之複製劑，對於神經衰弱各病，收效頗速！,1_恐吓,病/剂/衰
神经衰弱,生殖素神經衰弱腎虧無力未老先衰服眞正生殖腺製劑為最優良的治療法,1_恐吓,老/法/素
神经衰弱,食少事煩其能久乎維他保爾根本調整胃腸病神經衰弱特效藥,1_恐吓,病/药/特效
神经衰弱,神經衰弱,1_恐吓,神经/衰/弱
函授,上海函授大學招生,3_愿景,函授/大学
函授,研究國語之好機會商務印書館函授學社國語科國語運動紀念會期中減收學費,3_愿景,函授/书局/机会
函授,自修英文之好機會中華書局附設函授學校英文科六級全開,3_愿景,函授/书局/机会
函授,上海鐵樵函授中醫學校招生,2_科学,医/函授/学校
函授,銀行函授招生催眠術秘鑰,3_愿景,函授/术
函授,中華書局附設函授學校英文科六級全開,2_科学,函授/书局/学校
函授,四百元現銀獎勵商務印書館函授學社英文科學員公鑒,3_愿景,函授/书局/奖金
函授,商務印書館函授學社英文科學員公鑒,2_科学,函授/书局
函授,中華書局附設函授學校英文科,2_科学,函授/书局/学校
函授,商務印書館函授學社,2_科学,函授/书局
函授,中華書局附設函授學校,2_科学,函授/书局/学校
函授,商務印書館函授學社國文科君有同感否？,2_科学,函授/书局
函授,現款獎金四百元商務印書館函授學社英文科第十屆獎案揭曉,3_愿景,函授/书局/奖金
函授,國語速記術函授科,3_愿景,函授/速成/术
函授,上海商務印書館函授學社為我國成績最佳信用最著之通信教授機關,2_科学,函授/书局
函授,國語速記術函授科開學通告招收學員,3_愿景,函授/速成/术
函授,國語速記術函授科招生,3_愿景,函授/速成/术
函授,中國養鷄函授學社招生廣告,2_科学,函授
函授,商務印書館函授學社商業科第一次特獎通告,3_愿景,函授/书局/奖
函授,商務印書館函授學社英文科畢業學員公鑒,3_愿景,毕业/函授/书局
函授,商務印書館函授學社英文科贈送書籍雜誌,3_愿景,赠/函授/书局
函授,商務印書館函授學社英文科贈送書籍雜誌陽曆本月底截止,3_愿景,赠/函授/书局
函授,中華書局附設函授學校英文科六級全開獎勵自修加送贈品,3_愿景,赠/函授/书局
函授,函授面授保證成功催眠術,3_愿景,成功/函授/术
函授,中國化學肥料專技講習所函授科招收學員,2_科学,化学/函授
函授,商務印書館函授學社國文科畢業學員公鑒,3_愿景,毕业/函授/书局
函授,商務印書館函授學社國文科,2_科学,函授/书局
函授,函授學社,2_科学,函授
函授,函授而授保證成功催眠術,3_愿景,成功/函授/术
函授,獎金商務印書館函授學社英文科畢業學員公鑒,3_愿景,毕业/函授/书局
函授,得獎機會中華書局函授學校英文科畢業學員注意！,3_愿景,博士/毕业/函授
函授,中華國文專修夜校附設函授學校招男女生,2_科学,函授/学校
函授,中華書局函授學校英文科,2_科学,函授/书局/学校
函授,民國十九年的新計劃加入商務印書館函授學社,2_科学,函授/书局
函授,民國十九年的新計劃,2_科学,书局
函授,亞東魔術學校函授科招生,3_愿景,函授/学校/术
函授,函授部常年招生,2_科学,函授
函授,忠彪廣告画社鋼筆画油画兒童画函授速成科招生,3_愿景,函授/速成
函授,有聲函授講義學習英文之唯一良機,3_愿景,唯一/函授/书局
函授,有聲函授講義,3_愿景,函授/书局/讲义
函授,商務印書館函授學社,2_科学,函授/书局
函授,商務印書館函授學社請卽報名加入,2_科学,函授/书局
函授,商務印書館函授學社英文科第十三屆獎案揭曉,2_科学,函授/书局/奖
函授,中華會計學校函授招生,2_科学,函授/学校
函授,美國函授學會有證書承認本部為正式會員忠彪廣告畫社附設油畫函授速成科鋼筆畫函授速成科兒童畫函授速成科,3_愿景,美国/证书/函授
函授,中華英語留聲機片再出版了中華英文函授講義中華英文週報,3_愿景,函授/书局/讲义
函授,中華會社學校學費增加預告中華會計學校函授招生會計月刊第六七期出版通告,3_愿景,博士/函授/学校
函授,鷄　本校利用科學方法函授養鷄保證學成詳細章程函索卽寄,3_愿景,科学/成功/函授
函授,中華會計學校函授招生並會計月刊定報費增加通告,2_科学,博士/函授/学校
函授,商務印書館函授學社商業科,2_科学,函授/书局
函授,商務印書館函授學社英文科,2_科学,函授/书局
函授,一寸光陰一寸金寸金難買寸光陰　上海新閘路九十八號中華會計函授學校,2_科学,函授/学校
函授,法律函授學社招生,2_科学,函授/书局
函授,大東書局法律函授學社招生,2_科学,函授/书局
函授,商務印書館附設函授學社,2_科学,函授/书局
函授,上海大東書局創設法律函授學校招生,2_科学,函授/书局/学校
函授,現款獎金四百元商務印書館函授學社英文科第十四屆獎案揭曉,3_愿景,函授/书局/奖金
函授,漫畫函授常年招生,2_科学,函授
函授,私立中華政法函授學校招生,2_科学,函授/学校
函授,上海市敎育局備案法律函授學社招生,2_科学,函授/书局
函授,立信會計師事務所附設會計函授學校招生,2_科学,函授/学校
函授,新世紀函授學社招生,2_科学,函授
函授,中華會计函授学校,2_科学,函授/学校
函授,商務印書館函授學社通告,2_科学,函授/书局
函授,神州國光社函授学会招生,2_科学,函授
函授,神州國光社函授学会招生,2_科学,函授
函授,商務印書館函授學社国文科英文科招收新学員,2_科学,函授/书局
函授,申報新聞函授學校招生啓事,3_愿景,函授/学校/新闻
函授,申報新聞函授學校第二屆錄取新生通告,3_愿景,函授/学校/新闻
函授,上海市私立開明函授學校招收學員通吿,2_科学,函授/学校
函授,大東法律函授學校招收學員,2_科学,函授/书局/学校
函授,上海市私立商務印書館函授學校,2_科学,函授/书局/学校
函授,上海市私立商務印書館函授學校招收學員,2_科学,函授/书局/学校
函授,上海市私立開明函授學校第一屆第一期試驗給獎案,3_愿景,试验/函授/学校
函授,上海市私立开明函授学校招收學员通告,2_科学,函授/学校
函授,上海私立開明函授學校招收學員,2_科学,函授/学校
函授,謝氏英文函授新課,2_科学,函授
函授,申報新聞函授學校第三届錄取新生揭曉,3_愿景,函授/学校/新闻
函授,申報新聞函授學校為改組校務并續招第三届新生啓事,3_愿景,函授/学校/新闻
函授,申報新聞函授學校為改組校務並績招第三届新生,3_愿景,函授/学校/新闻
函授,申報新聞函授學校為改組校務並績招第三届新生啟事,3_愿景,函授/学校/新闻
函授,申報新聞函授學校續招第三届新生,3_愿景,函授/学校/新闻
函授,申報新聞函授學校續紹第三届新生,3_愿景,函授/学校/新闻
函授,申報新聞函授學校通告,3_愿景,函授/学校/新闻
函授,申報新聞函授學校招收第四屆新生,3_愿景,函授/学校/新闻
函授,商務印書館函授學校國文科新一次評獎延長收受獎卷期間通告,3_愿景,函授/书局/学校
函授,申報新聞函授学校招收第四届新生,3_愿景,函授/学校/新闻
函授,私立商務印書館函授學校,2_科学,函授/书局/学校
函授,商務印書館函授學校國文科新一次評獎揭曉通告,3_愿景,函授/书局/学校
函授,中華會計函授學校,2_科学,函授/学校
函授,北平呂公望書法函授復各處詢問教材并告各學員開課,2_科学,函授
函授,商務印書館函授學校英文科新次評獎延長收受獎卷期間通告,3_愿景,函授/书局/学校
函授,上海市敎育局登記私立商務印書館函授學校英文科新一次評獎揭曉通吿,3_愿景,登记/函授/书局
函授,上海市教育局登記私立商務印書館函授學校,2_科学,登记/函授/书局
函授,彭啓琇律師代表王杏生楠警告大同信託銀行學函授學校　並鄭重聲明啓事,2_科学,函授/学校
函授,私立大東法律函授學校改組後第一次招收新學員五百人,2_科学,函授/书局/学校
函授,商務印書館函授學校,2_科学,函授/书局/学校
函授,上海市敎育局登記私立商務印書館函授學校,2_科学,登记/函授/书局
函授,私立世界書局英文函授學校招生,2_科学,函授/书局/学校
函授,世界書局英文函授學校招生,2_科学,函授/书局/学校
函授,私立商務印書館函授學校招生,2_科学,函授/书局/学校
函授,上海市教育局登記私立商務印書館函授學校國文科新二次評獎揭曉通告,3_愿景,登记/函授/书局
函授,私立中華書局函授學校招收學員,2_科学,函授/书局/学校
函授,私立商務印書館函授學校國文科英文科招生,2_科学,函授/书局/学校
函授,實用美術圖案畫函授科招收學員,2_科学,美/函授
函授,上海市教育局備案私立中華書局函授學校招收學員,2_科学,函授/书局/学校
函授,上海市教育局登記私立商務印書館函授學校舉行英文科新二次評獎通告,3_愿景,登记/函授/书局
函授,中華書局預約展期函授学校減收學費展期,2_科学,函授/书局/学校
函授,洋裝四部備要預约展期函授学校减收學費展期私立中華書局函授學校招收學員,2_科学,函授/书局/学校
函授,私立中華書局函授學校,2_科学,函授/书局/学校
函授,中華書局函授學校,2_科学,函授/书局/学校
函授,電業函授學校招生,2_科学,函授/学校
函授,商務印書館函授學校英文科新二次評獎揭曉通吿,3_愿景,函授/书局/学校
函授,上海市敎育局登記私立商務印書館函授學校舉行國文科新三次評獎通告,3_愿景,登记/函授/书局
函授,上海圖書館學函授學校續招,2_科学,函授/学校
函授,立信會計補習學校招生夜校部函授部,2_科学,函授/学校
函授,中華書局新廠建成纪念學費八折亷賣期内私立中華書局函授學校招收學員機會難得大廉價本月五日止大學用書中學用書小學用書參考圖書兒童讀物字典辭典尺牘地圖書畫碑帖精印古書各種新書,3_愿景,机会/廉价/函授
函授,上海市敎育局登記私立商務印書館函授學校舉行英文科新三次評獎通告,3_愿景,登记/函授/书局
函授,私立中華書局函授學校收學員,2_科学,函授/书局/学校
函授,上海市教育局登記私立中華書局函授学校招收学員,2_科学,登记/函授/书局
函授,上海市私立大東書局函授學校科目完備．教法切實．修學便利．取費低廉不限年齡．不論遠近．隨時入學．修畢全科,2_科学,法/函授/书局
函授,私立中華書局函授学校招收学貟,2_科学,函授/书局/学校
函授,函授學校,2_科学,函授/学校
函授,上海市私立大東書局函授學校,2_科学,函授/书局/学校
函授,上海市私立大東法律函授學校,2_科学,函授/书局/学校
函授,投考文牘書記如何可以必取？請人：大東書局函授學校文書科,2_科学,函授/书局/学校
函授,科學工業函授雜誌出版預告,2_科学,科学/函授
函授,中華書局函授學校招收學員,2_科学,函授/书局/学校
函授,上海市敎育局登記私立商務印書館函授學校招生,2_科学,登记/函授/书局
函授,上海市教育局登記私立中華書局函授學校招收學員,2_科学,登记/函授/书局
函授,上海市敎育局登記私立商務印書館函授學校舉行國文科新四次評獎通告獎金一百七十五元,3_愿景,登记/函授/书局
函授,上海市敎育局登記私立商務印書館函授學校國文科新四次評獎延期收受獎卷期間通告,3_愿景,登记/函授/书局
函授,上海市敎育局登記中華書局函授學校招收學員,2_科学,登记/函授/书局
函授,上海市敎育局登記　中華書局函授學校招收學員,2_科学,登记/函授/书局
函授,大東書局函授學校文書科,2_科学,函授/书局/学校
函授,就業勿忘進修私立中華書局函授學校招收学員,2_科学,登记/函授/书局
函授,上海市教育局登記私立中華書局函授學校啓事,2_科学,登记/函授/书局
